StudentID,Name,FormType,MCQ_Number,Answer,InstructorName,CourseName,Comments,Sentiment,Emotion,Topic
22,Student_22,Course,8,B,,Course_8,Course improved knowledge,Neutral,neutral,75
22,Student_22,Course,9,A,,Course_8,Practical applications included,Neutral,neutral,6
22,Student_22,Course,10,C,,Course_8,Overall useful course,Positive,neutral,13
22,Student_22,Instructor,1,C,Instructor_8,,Instructor explained concepts,Neutral,neutral,-1
22,Student_22,Instructor,2,B,Instructor_8,,Answered questions,Neutral,neutral,8
22,Student_22,Instructor,3,D,Instructor_8,,Encouraged students,Neutral,joy,38
22,Student_22,Instructor,4,A,Instructor_8,,Used real-life examples,Neutral,neutral,15
22,Student_22,Instructor,5,C,Instructor_8,,Sometimes rushed topics,Neutral,anger,14
22,Student_22,Instructor,6,B,Instructor_8,,Gave detailed feedback,Positive,neutral,24
22,Student_22,Instructor,7,D,Instructor_8,,Interactive teaching,Neutral,neutral,51
22,Student_22,Instructor,8,A,Instructor_8,,Maintained discipline,Neutral,sadness,1
22,Student_22,Instructor,9,C,Instructor_8,,Motivated students,Neutral,neutral,0
22,Student_22,Instructor,10,B,Instructor_8,,Overall excellent teacher,Positive,joy,82
23,Student_23,Online Education,1,C,,,Platform was reliable,Neutral,neutral,30
23,Student_23,Online Education,2,A,,,Login was smooth,Positive,neutral,21
23,Student_23,Online Education,3,B,,,Video lectures were clear,Positive,neutral,-1
23,Student_23,Online Education,4,D,,,Quizzes were interactive,Neutral,neutral,81
23,Student_23,Online Education,5,A,,,Assignments were relevant,Positive,neutral,57
23,Student_23,Online Education,6,C,,,Navigation was user-friendly,Neutral,neutral,53
23,Student_23,Online Education,7,D,,,Study materials were available,Positive,neutral,41
23,Student_23,Online Education,8,B,,,System rarely failed,Negative,sadness,31
23,Student_23,Online Education,9,A,,,Platform was fast,Positive,surprise,14
23,Student_23,Online Education,10,C,,,Overall smooth experience,Positive,neutral,27
23,Student_23,Course,1,B,,Course_9,Course was well prepared,Neutral,neutral,13
23,Student_23,Course,2,D,,Course_9,Assignments helped clarity,Neutral,neutral,-1
23,Student_23,Course,3,A,,Course_9,Examples supported learning,Neutral,neutral,-1
23,Student_23,Course,4,C,,Course_9,Quizzes were fair,Positive,neutral,-1
23,Student_23,Course,5,B,,Course_9,Some concepts were tough,Negative,neutral,67
23,Student_23,Course,6,D,,Course_9,Course was interactive,Neutral,neutral,51
23,Student_23,Course,7,A,,Course_9,Study resources were helpful,Neutral,neutral,41
23,Student_23,Course,8,C,,Course_9,Could add more practice,Positive,neutral,65
23,Student_23,Course,9,B,,Course_9,Knowledge was applied,Neutral,neutral,75
23,Student_23,Course,10,D,,Course_9,Overall a good course,Positive,joy,100
23,Student_23,Instructor,1,A,Instructor_9,,Instructor was clear,Positive,neutral,39
23,Student_23,Instructor,2,B,Instructor_9,,Answered queries,Neutral,neutral,92
23,Student_23,Instructor,3,D,Instructor_9,,Encouraged interaction,Neutral,joy,115
23,Student_23,Instructor,4,C,Instructor_9,,Shared examples,Neutral,neutral,9
23,Student_23,Instructor,5,A,Instructor_9,,Sometimes quick paced,Positive,neutral,32
23,Student_23,Instructor,6,B,Instructor_9,,Provided feedback,Neutral,neutral,24
23,Student_23,Instructor,7,D,Instructor_9,,Interactive teaching style,Neutral,neutral,51
23,Student_23,Instructor,8,C,Instructor_9,,Maintained discipline,Neutral,sadness,1
23,Student_23,Instructor,9,B,Instructor_9,,Motivated students,Neutral,neutral,0
23,Student_23,Instructor,10,A,Instructor_9,,Overall excellent teacher,Positive,joy,82
24,Student_24,Online Education,1,D,,,Platform was easy to navigate,Positive,neutral,78
24,Student_24,Online Education,2,B,,,Login was smooth,Positive,neutral,21
24,Student_24,Online Education,3,A,,,Lectures were accessible,Positive,neutral,84
24,Student_24,Online Education,4,C,,,Quizzes tested knowledge,Neutral,neutral,64
24,Student_24,Online Education,5,D,,,Assignments were useful,Positive,neutral,17
24,Student_24,Online Education,6,A,,,System was reliable,Neutral,neutral,31
24,Student_24,Online Education,7,C,,,Navigation was clear,Positive,neutral,69
24,Student_24,Online Education,8,B,,,Study material was available,Positive,neutral,41
24,Student_24,Online Education,9,A,,,Platform rarely crashed,Positive,neutral,-1
24,Student_24,Online Education,10,D,,,Overall smooth experience,Positive,neutral,27
24,Student_24,Course,1,C,,Course_10,Course content was well designed,Neutral,neutral,13
24,Student_24,Course,2,A,,Course_10,Assignments helped understanding,Neutral,neutral,-1
24,Student_24,Course,3,B,,Course_10,Examples clarified concepts,Neutral,neutral,87
24,Student_24,Course,4,D,,Course_10,Quizzes were fair,Positive,neutral,-1
24,Student_24,Course,5,C,,Course_10,Some topics were difficult,Negative,neutral,50
24,Student_24,Course,6,A,,Course_10,Study resources were sufficient,Neutral,neutral,41
24,Student_24,Course,7,B,,Course_10,Learning outcomes were clear,Positive,neutral,-1
24,Student_24,Course,8,D,,Course_10,Needed more practical tasks,Positive,neutral,73
24,Student_24,Course,9,C,,Course_10,Applications included,Neutral,neutral,98
24,Student_24,Course,10,A,,Course_10,Overall effective course,Positive,neutral,100
24,Student_24,Instructor,1,B,Instructor_10,,Instructor explained well,Neutral,neutral,72
24,Student_24,Instructor,2,C,Instructor_10,,Answered doubts,Neutral,fear,37
24,Student_24,Instructor,3,A,Instructor_10,,Encouraged participation,Neutral,joy,3
24,Student_24,Instructor,4,D,Instructor_10,,Shared useful examples,Positive,neutral,9
24,Student_24,Instructor,5,C,Instructor_10,,Sometimes rushed,Neutral,anger,14
24,Student_24,Instructor,6,A,Instructor_10,,Provided feedback,Neutral,neutral,24
24,Student_24,Instructor,7,B,Instructor_10,,Interactive teaching,Neutral,neutral,51
24,Student_24,Instructor,8,D,Instructor_10,,Maintained discipline,Neutral,sadness,1
24,Student_24,Instructor,9,C,Instructor_10,,Motivated students,Neutral,neutral,0
24,Student_24,Instructor,10,A,Instructor_10,,Overall very good teacher,Positive,joy,93
25,Student_25,Online Education,1,A,,,Platform worked smoothly,Positive,neutral,44
25,Student_25,Online Education,2,C,,,Login was reliable,Neutral,neutral,21
25,Student_25,Online Education,3,D,,,Lectures were easy to access,Positive,neutral,84
25,Student_25,Online Education,4,B,,,Quizzes were engaging,Positive,neutral,81
25,Student_25,Online Education,5,A,,,Assignments were relevant,Positive,neutral,57
25,Student_25,Online Education,6,D,,,Navigation was smooth,Positive,neutral,69
25,Student_25,Online Education,7,B,,,Study resources were helpful,Neutral,neutral,41
25,Student_25,Online Education,8,C,,,System was stable,Neutral,neutral,7
25,Student_25,Online Education,9,A,,,Platform rarely failed,Negative,sadness,-1
25,Student_25,Online Education,10,D,,,Overall great experience,Positive,joy,27
25,Student_25,Course,1,B,,Course_11,Course was interesting,Positive,surprise,13
25,Student_25,Course,2,D,,Course_11,Assignments improved skills,Neutral,neutral,79
25,Student_25,Course,3,C,,Course_11,Examples were helpful,Neutral,neutral,34
25,Student_25,Course,4,A,,Course_11,Quizzes were well designed,Neutral,neutral,29
25,Student_25,Course,5,B,,Course_11,Some concepts were hard,Negative,neutral,67
25,Student_25,Course,6,C,,Course_11,Learning outcomes were clear,Positive,neutral,-1
25,Student_25,Course,7,A,,Course_11,Resources were good,Positive,neutral,28
25,Student_25,Course,8,D,,Course_11,Needed more real-world cases,Positive,neutral,15
25,Student_25,Course,9,C,,Course_11,Applications included,Neutral,neutral,98
25,Student_25,Course,10,A,,Course_11,Overall effective course,Positive,neutral,100
25,Student_25,Instructor,1,C,Instructor_11,,Instructor was clear,Positive,neutral,39
25,Student_25,Instructor,2,A,Instructor_11,,Answered questions,Neutral,neutral,8
25,Student_25,Instructor,3,D,Instructor_11,,Encouraged interaction,Neutral,joy,115
25,Student_25,Instructor,4,B,Instructor_11,,Used examples,Neutral,neutral,15
25,Student_25,Instructor,5,C,Instructor_11,,Sometimes fast,Positive,neutral,18
25,Student_25,Instructor,6,A,Instructor_11,,Provided detailed feedback,Positive,neutral,24
25,Student_25,Instructor,7,D,Instructor_11,,Interactive sessions,Neutral,neutral,125
25,Student_25,Instructor,8,B,Instructor_11,,Maintained discipline,Neutral,sadness,1
25,Student_25,Instructor,9,A,Instructor_11,,Motivated students,Neutral,neutral,0
25,Student_25,Instructor,10,C,Instructor_11,,Overall great teacher,Positive,joy,-1
26,Student_26,Online Education,1,C,,,Platform was responsive,Neutral,neutral,44
26,Student_26,Online Education,2,A,,,Login was smooth,Positive,neutral,21
26,Student_26,Online Education,3,B,,,Lectures were clear,Positive,neutral,109
26,Student_26,Online Education,4,D,,,Quizzes were useful,Positive,neutral,29
26,Student_26,Online Education,5,A,,,Assignments were relevant,Positive,neutral,57
26,Student_26,Online Education,6,C,,,Navigation was user-friendly,Neutral,neutral,53
26,Student_26,Online Education,7,D,,,Study materials were available,Positive,neutral,41
26,Student_26,Online Education,8,B,,,System worked well,Neutral,neutral,31
26,Student_26,Online Education,9,A,,,Platform rarely crashed,Positive,neutral,-1
26,Student_26,Online Education,10,C,,,Overall smooth experience,Positive,neutral,27
26,Student_26,Course,1,A,,Course_12,Course was well designed,Neutral,neutral,13
26,Student_26,Course,2,B,,Course_12,Assignments helped clarity,Neutral,neutral,-1
26,Student_26,Course,3,D,,Course_12,Examples were relevant,Positive,neutral,-1
26,Student_26,Course,4,C,,Course_12,Quizzes were fair,Positive,neutral,-1
26,Student_26,Course,5,A,,Course_12,Some concepts were difficult,Negative,neutral,67
26,Student_26,Course,6,B,,Course_12,Resources were good,Positive,neutral,28
26,Student_26,Course,7,C,,Course_12,Course enhanced learning,Neutral,neutral,-1
26,Student_26,Course,8,D,,Course_12,Needed more practice tasks,Positive,neutral,65
26,Student_26,Course,9,B,,Course_12,Applications included,Neutral,neutral,98
26,Student_26,Course,10,A,,Course_12,Overall effective course,Positive,neutral,100
26,Student_26,Instructor,1,B,Instructor_12,,Instructor explained well,Neutral,neutral,72
26,Student_26,Instructor,2,C,Instructor_12,,Answered questions,Neutral,neutral,8
26,Student_26,Instructor,3,A,Instructor_12,,Encouraged interaction,Neutral,joy,115
26,Student_26,Instructor,4,D,Instructor_12,,Used examples effectively,Positive,neutral,15
26,Student_26,Instructor,5,B,Instructor_12,,Sometimes too quick,Positive,surprise,26
26,Student_26,Instructor,6,A,Instructor_12,,Provided feedback,Neutral,neutral,24
26,Student_26,Instructor,7,D,Instructor_12,,Interactive teaching,Neutral,neutral,51
26,Student_26,Instructor,8,C,Instructor_12,,Maintained discipline,Neutral,sadness,1
26,Student_26,Instructor,9,A,Instructor_12,,Motivated students,Neutral,neutral,0
26,Student_26,Instructor,10,B,Instructor_12,,Overall excellent teacher,Positive,joy,82
27,Student_27,Online Education,1,A,,,Platform was easy to use,Positive,neutral,78
27,Student_27,Online Education,2,C,,,Faced minor lag issues,Neutral,sadness,14
27,Student_27,Online Education,3,B,,,Lectures were clear,Positive,neutral,109
27,Student_27,Online Education,4,D,,,Quizzes were challenging,Positive,neutral,101
27,Student_27,Online Education,5,A,,,Assignments were relevant,Positive,neutral,57
27,Student_27,Online Education,6,C,,,Navigation was smooth,Positive,neutral,69
27,Student_27,Online Education,7,B,,,Study material was available,Positive,neutral,41
27,Student_27,Online Education,8,D,,,System was reliable,Neutral,neutral,31
27,Student_27,Online Education,9,A,,,Access was convenient,Neutral,neutral,52
27,Student_27,Online Education,10,B,,,Overall a good experience,Positive,joy,27
27,Student_27,Course,1,B,,Course_8,Course content was structured,Neutral,neutral,13
27,Student_27,Course,2,A,,Course_8,Assignments improved learning,Neutral,neutral,79
27,Student_27,Course,3,C,,Course_8,Examples supported clarity,Neutral,neutral,-1
27,Student_27,Course,4,D,,Course_8,Quizzes encouraged practice,Neutral,neutral,29
27,Student_27,Course,5,B,,Course_8,Some topics were tough,Negative,disgust,50
27,Student_27,Course,6,A,,Course_8,Learning material was clear,Positive,neutral,-1
27,Student_27,Course,7,C,,Course_8,Enhanced subject knowledge,Negative,neutral,75
27,Student_27,Course,8,D,,Course_8,Lacked real-world projects,Neutral,neutral,108
27,Student_27,Course,9,B,,Course_8,Applications were discussed,Neutral,neutral,6
27,Student_27,Course,10,A,,Course_8,Overall valuable course,Neutral,joy,-1
27,Student_27,Instructor,1,C,Instructor_8,,Instructor explained clearly,Positive,neutral,23
27,Student_27,Instructor,2,A,Instructor_8,,Answered queries well,Neutral,neutral,92
27,Student_27,Instructor,3,D,Instructor_8,,Encouraged participation,Neutral,joy,3
27,Student_27,Instructor,4,B,Instructor_8,,Used examples effectively,Positive,neutral,15
27,Student_27,Instructor,5,C,Instructor_8,,Sometimes fast paced,Positive,neutral,32
27,Student_27,Instructor,6,D,Instructor_8,,Provided timely feedback,Neutral,neutral,24
27,Student_27,Instructor,7,A,Instructor_8,,Interactive lectures,Neutral,neutral,88
27,Student_27,Instructor,8,B,Instructor_8,,Maintained discipline,Neutral,sadness,1
27,Student_27,Instructor,9,C,Instructor_8,,Motivated students,Neutral,neutral,0
27,Student_27,Instructor,10,A,Instructor_8,,Overall excellent teacher,Positive,joy,82
28,Student_28,Online Education,1,B,,,Platform worked well,Neutral,neutral,44
28,Student_28,Online Education,2,D,,,Faced login delays,Neutral,sadness,14
28,Student_28,Online Education,3,C,,,Video lectures were clear,Positive,neutral,109
28,Student_28,Online Education,4,A,,,Quizzes were engaging,Positive,neutral,81
28,Student_28,Online Education,5,B,,,Assignments were helpful,Neutral,neutral,17
28,Student_28,Online Education,6,C,,,Navigation was smooth,Positive,neutral,69
28,Student_28,Online Education,7,D,,,Study material was accessible,Positive,neutral,41
28,Student_28,Online Education,8,A,,,System was reliable,Neutral,neutral,31
28,Student_28,Online Education,9,C,,,Platform was stable,Neutral,neutral,30
28,Student_28,Online Education,10,B,,,Overall positive experience,Positive,joy,48
28,Student_28,Course,1,C,,Course_9,Course was well designed,Neutral,neutral,13
28,Student_28,Course,2,B,,Course_9,Assignments improved knowledge,Neutral,neutral,79
28,Student_28,Course,3,A,,Course_9,Examples explained concepts,Neutral,neutral,87
28,Student_28,Course,4,D,,Course_9,Quizzes were challenging,Positive,neutral,101
28,Student_28,Course,5,B,,Course_9,Some parts were tough,Negative,neutral,50
28,Student_28,Course,6,C,,Course_9,Course enhanced learning,Neutral,neutral,-1
28,Student_28,Course,7,D,,Course_9,Could add more practice,Positive,neutral,65
28,Student_28,Course,8,A,,Course_9,Resources were helpful,Neutral,neutral,28
28,Student_28,Course,9,B,,Course_9,Real-world examples used,Neutral,neutral,15
28,Student_28,Course,10,C,,Course_9,Overall useful course,Positive,neutral,13
28,Student_28,Instructor,1,A,Instructor_9,,Instructor explained concepts,Neutral,neutral,-1
28,Student_28,Instructor,2,B,Instructor_9,,Answered doubts clearly,Positive,fear,37
28,Student_28,Instructor,3,C,Instructor_9,,Encouraged class interaction,Neutral,joy,38
28,Student_28,Instructor,4,D,Instructor_9,,Shared practical insights,Neutral,neutral,15
28,Student_28,Instructor,5,A,Instructor_9,,Sometimes quick paced,Positive,neutral,32
28,Student_28,Instructor,6,C,Instructor_9,,Provided feedback,Neutral,neutral,24
28,Student_28,Instructor,7,B,Instructor_9,,Interactive style,Neutral,neutral,5
28,Student_28,Instructor,8,D,Instructor_9,,Maintained discipline,Neutral,sadness,1
28,Student_28,Instructor,9,A,Instructor_9,,Motivated students,Neutral,neutral,0
28,Student_28,Instructor,10,C,Instructor_9,,Overall very good teacher,Positive,joy,93
29,Student_29,Online Education,1,D,,,Platform was reliable,Neutral,neutral,30
29,Student_29,Online Education,2,B,,,Faced some lag,Neutral,sadness,14
29,Student_29,Online Education,3,A,,,Lectures were clear,Positive,neutral,109
29,Student_29,Online Education,4,C,,,Quizzes tested knowledge,Neutral,neutral,64
29,Student_29,Online Education,5,D,,,Assignments were useful,Positive,neutral,17
29,Student_29,Online Education,6,B,,,Navigation was easy,Positive,neutral,53
29,Student_29,Online Education,7,A,,,Study material was available,Positive,neutral,41
29,Student_29,Online Education,8,C,,,System was stable,Neutral,neutral,7
29,Student_29,Online Education,9,B,,,Access was smooth,Positive,neutral,-1
29,Student_29,Online Education,10,A,,,Overall satisfied,Positive,joy,22
29,Student_29,Course,1,B,,Course_10,Course was structured,Neutral,neutral,13
29,Student_29,Course,2,A,,Course_10,Assignments improved skills,Neutral,neutral,79
29,Student_29,Course,3,D,,Course_10,Examples were helpful,Neutral,neutral,34
29,Student_29,Course,4,B,,Course_10,Quizzes tested knowledge,Neutral,neutral,64
29,Student_29,Course,5,C,,Course_10,Some parts difficult,Negative,neutral,50
29,Student_29,Course,6,D,,Course_10,Learning resources clear,Positive,neutral,58
29,Student_29,Course,7,A,,Course_10,Practical applications included,Neutral,neutral,6
29,Student_29,Course,8,C,,Course_10,Lacked more projects,Positive,sadness,108
29,Student_29,Course,9,B,,Course_10,Improved knowledge,Neutral,neutral,75
29,Student_29,Course,10,A,,Course_10,Overall good course,Positive,neutral,35
29,Student_29,Instructor,1,C,Instructor_10,,Instructor explained clearly,Positive,neutral,23
29,Student_29,Instructor,2,A,Instructor_10,,Answered all questions,Neutral,neutral,8
29,Student_29,Instructor,3,B,Instructor_10,,Encouraged class participation,Neutral,joy,38
29,Student_29,Instructor,4,D,Instructor_10,,Used real examples,Positive,neutral,15
29,Student_29,Instructor,5,C,Instructor_10,,Sometimes too quick,Positive,surprise,26
29,Student_29,Instructor,6,B,Instructor_10,,Provided helpful notes,Neutral,neutral,4
29,Student_29,Instructor,7,D,Instructor_10,,Interactive sessions,Neutral,neutral,125
29,Student_29,Instructor,8,A,Instructor_10,,Maintained discipline,Neutral,sadness,1
29,Student_29,Instructor,9,B,Instructor_10,,Motivated students,Neutral,neutral,0
29,Student_29,Instructor,10,A,Instructor_10,,Overall excellent teacher,Positive,joy,82
30,Student_30,Online Education,1,B,,,Platform was smooth,Positive,neutral,49
30,Student_30,Online Education,2,D,,,Faced rare login issues,Positive,fear,76
30,Student_30,Online Education,3,C,,,Lectures were understandable,Neutral,neutral,84
30,Student_30,Online Education,4,A,,,Quizzes were useful,Positive,neutral,29
30,Student_30,Online Education,5,B,,,Assignments were relevant,Positive,neutral,57
30,Student_30,Online Education,6,D,,,Navigation was simple,Neutral,neutral,53
30,Student_30,Online Education,7,C,,,Material was helpful,Neutral,joy,90
30,Student_30,Online Education,8,A,,,System was reliable,Neutral,neutral,31
30,Student_30,Online Education,9,B,,,Easy access anytime,Positive,neutral,52
30,Student_30,Online Education,10,C,,,Overall positive experience,Positive,joy,48
30,Student_30,Course,1,A,,Course_11,Course was structured well,Neutral,neutral,13
30,Student_30,Course,2,B,,Course_11,Assignments improved understanding,Neutral,neutral,-1
30,Student_30,Course,3,D,,Course_11,Examples were clear,Positive,neutral,54
30,Student_30,Course,4,C,,Course_11,Quizzes tested learning,Neutral,neutral,64
30,Student_30,Course,5,B,,Course_11,Some topics difficult,Negative,fear,67
30,Student_30,Course,6,A,,Course_11,Learning material was useful,Positive,neutral,68
30,Student_30,Course,7,D,,Course_11,Real-world projects missing,Negative,sadness,108
30,Student_30,Course,8,C,,Course_11,Resources were clear,Positive,neutral,58
30,Student_30,Course,9,B,,Course_11,Applied knowledge discussed,Neutral,neutral,75
30,Student_30,Course,10,A,,Course_11,Overall a good course,Positive,joy,100
30,Student_30,Instructor,1,D,Instructor_11,,Instructor explained clearly,Positive,neutral,23
30,Student_30,Instructor,2,B,Instructor_11,,Answered queries well,Neutral,neutral,92
30,Student_30,Instructor,3,A,Instructor_11,,Encouraged participation,Neutral,joy,3
30,Student_30,Instructor,4,C,Instructor_11,,Shared practical insights,Neutral,neutral,15
30,Student_30,Instructor,5,D,Instructor_11,,Sometimes fast paced,Positive,neutral,32
30,Student_30,Instructor,6,A,Instructor_11,,Provided feedback,Neutral,neutral,24
30,Student_30,Instructor,7,B,Instructor_11,,Interactive style,Neutral,neutral,5
30,Student_30,Instructor,8,C,Instructor_11,,Maintained discipline,Neutral,sadness,1
30,Student_30,Instructor,9,A,Instructor_11,,Motivated students,Neutral,neutral,0
30,Student_30,Instructor,10,B,Instructor_11,,Overall very good teacher,Positive,joy,93
31,Student_31,Online Education,1,A,,,Platform was reliable,Neutral,neutral,30
31,Student_31,Online Education,2,B,,,Faced minor delays,Neutral,sadness,14
31,Student_31,Online Education,3,C,,,Lectures were clear,Positive,neutral,109
31,Student_31,Online Education,4,D,,,Quizzes were helpful,Neutral,neutral,29
31,Student_31,Online Education,5,B,,,Assignments were good,Positive,neutral,40
31,Student_31,Online Education,6,A,,,Navigation was easy,Positive,neutral,53
31,Student_31,Online Education,7,C,,,Study material useful,Positive,neutral,41
31,Student_31,Online Education,8,B,,,System was stable,Neutral,neutral,7
31,Student_31,Online Education,9,A,,,Access anytime,Neutral,neutral,52
31,Student_31,Online Education,10,D,,,Overall good experience,Positive,joy,27
31,Student_31,Course,1,B,,Course_12,Course was structured,Neutral,neutral,13
31,Student_31,Course,2,C,,Course_12,Assignments supported clarity,Neutral,neutral,-1
31,Student_31,Course,3,D,,Course_12,Examples explained topics,Neutral,neutral,87
31,Student_31,Course,4,A,,Course_12,Quizzes were engaging,Positive,neutral,81
31,Student_31,Course,5,B,,Course_12,Some parts complex,Negative,neutral,50
31,Student_31,Course,6,C,,Course_12,Learning improved,Neutral,neutral,-1
31,Student_31,Course,7,A,,Course_12,Resources were useful,Positive,neutral,28
31,Student_31,Course,8,D,,Course_12,Lacked case studies,Neutral,neutral,19
31,Student_31,Course,9,B,,Course_12,Applications were practical,Neutral,neutral,6
31,Student_31,Course,10,C,,Course_12,Overall valuable course,Neutral,joy,-1
31,Student_31,Instructor,1,C,Instructor_12,,Instructor explained topics,Neutral,neutral,-1
31,Student_31,Instructor,2,A,Instructor_12,,Answered questions,Neutral,neutral,8
31,Student_31,Instructor,3,D,Instructor_12,,Encouraged participation,Neutral,joy,3
31,Student_31,Instructor,4,B,Instructor_12,,Used real examples,Positive,neutral,15
31,Student_31,Instructor,5,C,Instructor_12,,Sometimes quick,Positive,neutral,26
31,Student_31,Instructor,6,D,Instructor_12,,Provided notes,Neutral,neutral,4
31,Student_31,Instructor,7,A,Instructor_12,,Interactive approach,Neutral,neutral,125
31,Student_31,Instructor,8,B,Instructor_12,,Maintained discipline,Neutral,sadness,1
31,Student_31,Instructor,9,A,Instructor_12,,Motivated students,Neutral,neutral,0
31,Student_31,Instructor,10,C,Instructor_12,,Overall excellent teacher,Positive,joy,82
32,Student_32,Online Education,1,D,,,Platform was user-friendly,Neutral,neutral,78
32,Student_32,Online Education,2,A,,,No login issues,Neutral,neutral,76
32,Student_32,Online Education,3,B,,,Lectures were smooth,Positive,neutral,109
32,Student_32,Online Education,4,C,,,Quizzes tested knowledge,Neutral,neutral,64
32,Student_32,Online Education,5,D,,,Assignments were relevant,Positive,neutral,57
32,Student_32,Online Education,6,A,,,Navigation was clear,Positive,neutral,69
32,Student_32,Online Education,7,B,,,Material was accessible,Positive,neutral,120
32,Student_32,Online Education,8,C,,,System was reliable,Neutral,neutral,31
32,Student_32,Online Education,9,A,,,Platform was stable,Neutral,neutral,30
32,Student_32,Online Education,10,B,,,Overall positive experience,Positive,joy,48
32,Student_32,Course,1,A,,Course_13,Course was comprehensive,Neutral,neutral,13
32,Student_32,Course,2,D,,Course_13,Assignments supported learning,Neutral,neutral,79
32,Student_32,Course,3,C,,Course_13,Examples explained well,Neutral,neutral,87
32,Student_32,Course,4,B,,Course_13,Quizzes were engaging,Positive,neutral,81
32,Student_32,Course,5,A,,Course_13,Some parts tough,Negative,neutral,50
32,Student_32,Course,6,C,,Course_13,Learning material was useful,Positive,neutral,68
32,Student_32,Course,7,D,,Course_13,Could add more practice,Positive,neutral,65
32,Student_32,Course,8,B,,Course_13,Resources were relevant,Positive,neutral,63
32,Student_32,Course,9,A,,Course_13,Applications were included,Neutral,neutral,98
32,Student_32,Course,10,C,,Course_13,Overall effective course,Positive,neutral,100
32,Student_32,Instructor,1,B,Instructor_13,,Instructor explained clearly,Positive,neutral,23
32,Student_32,Instructor,2,A,Instructor_13,,Answered doubts,Neutral,fear,37
32,Student_32,Instructor,3,C,Instructor_13,,Encouraged interaction,Neutral,joy,115
32,Student_32,Instructor,4,D,Instructor_13,,Shared practical examples,Neutral,neutral,15
32,Student_32,Instructor,5,A,Instructor_13,,Sometimes quick paced,Positive,neutral,32
32,Student_32,Instructor,6,B,Instructor_13,,Provided feedback,Neutral,neutral,24
32,Student_32,Instructor,7,D,Instructor_13,,Interactive teaching,Neutral,neutral,51
32,Student_32,Instructor,8,C,Instructor_13,,Maintained discipline,Neutral,sadness,1
32,Student_32,Instructor,9,B,Instructor_13,,Motivated students,Neutral,neutral,0
32,Student_32,Instructor,10,A,Instructor_13,,Overall excellent teacher,Positive,joy,82
33,Student_33,Online Education,1,C,,,Platform was smooth,Positive,neutral,49
33,Student_33,Online Education,2,D,,,Faced no login issues,Neutral,sadness,76
33,Student_33,Online Education,3,A,,,Lectures were understandable,Neutral,neutral,84
33,Student_33,Online Education,4,B,,,Quizzes were useful,Positive,neutral,29
33,Student_33,Online Education,5,D,,,Assignments were relevant,Positive,neutral,57
33,Student_33,Online Education,6,A,,,Navigation was simple,Neutral,neutral,53
33,Student_33,Online Education,7,C,,,Study material was clear,Positive,neutral,-1
33,Student_33,Online Education,8,B,,,System was reliable,Neutral,neutral,31
33,Student_33,Online Education,9,A,,,Easy access anytime,Positive,neutral,52
33,Student_33,Online Education,10,D,,,Overall positive experience,Positive,joy,48
33,Student_33,Course,1,C,,Course_14,Course was structured well,Neutral,neutral,13
33,Student_33,Course,2,B,,Course_14,Assignments improved learning,Neutral,neutral,79
33,Student_33,Course,3,D,,Course_14,Examples explained clearly,Positive,neutral,87
33,Student_33,Course,4,A,,Course_14,Quizzes were engaging,Positive,neutral,81
33,Student_33,Course,5,B,,Course_14,Some parts were tough,Negative,neutral,50
33,Student_33,Course,6,C,,Course_14,Learning material was useful,Positive,neutral,68
33,Student_33,Course,7,A,,Course_14,Real-world applications included,Neutral,neutral,6
33,Student_33,Course,8,D,,Course_14,Lacked detailed case studies,Positive,neutral,19
33,Student_33,Course,9,B,,Course_14,Practical applications discussed,Neutral,neutral,6
33,Student_33,Course,10,A,,Course_14,Overall good course,Positive,neutral,35
33,Student_33,Instructor,1,D,Instructor_14,,Instructor explained clearly,Positive,neutral,23
33,Student_33,Instructor,2,C,Instructor_14,,Answered doubts well,Neutral,fear,37
33,Student_33,Instructor,3,A,Instructor_14,,Encouraged interaction,Neutral,joy,115
33,Student_33,Instructor,4,B,Instructor_14,,Used practical examples,Neutral,neutral,15
33,Student_33,Instructor,5,C,Instructor_14,,Sometimes fast-paced,Neutral,neutral,32
33,Student_33,Instructor,6,A,Instructor_14,,Provided detailed feedback,Positive,neutral,24
33,Student_33,Instructor,7,D,Instructor_14,,Interactive teaching,Neutral,neutral,51
33,Student_33,Instructor,8,B,Instructor_14,,Maintained discipline,Neutral,sadness,1
33,Student_33,Instructor,9,A,Instructor_14,,Motivated students,Neutral,neutral,0
33,Student_33,Instructor,10,C,Instructor_14,,Overall excellent teacher,Positive,joy,82
34,Student_34,Online Education,1,C,,,Platform was reliable,Neutral,neutral,30
34,Student_34,Online Education,2,D,,,Login was smooth,Positive,neutral,21
34,Student_34,Online Education,3,A,,,Lectures were clear,Positive,neutral,109
34,Student_34,Online Education,4,B,,,Quizzes tested skills,Neutral,neutral,64
34,Student_34,Online Education,5,D,,,Assignments improved clarity,Neutral,neutral,-1
34,Student_34,Online Education,6,C,,,Navigation was simple,Neutral,neutral,53
34,Student_34,Online Education,7,A,,,Resources were helpful,Neutral,neutral,28
34,Student_34,Online Education,8,B,,,System was stable,Neutral,neutral,7
34,Student_34,Online Education,9,C,,,Access was easy,Positive,neutral,52
34,Student_34,Online Education,10,D,,,Overall good platform,Positive,neutral,44
34,Student_34,Course,1,B,,Course_15,Course was structured,Neutral,neutral,13
