StudentID,Name,FormType,MCQ_Number,Answer,InstructorName,CourseName,Comments
25,Student_25,Instructor,5,C,Instructor_11,,Sometimes fast
25,Student_25,Instructor,6,A,Instructor_11,,Provided detailed feedback
25,Student_25,Instructor,7,D,Instructor_11,,Interactive sessions
25,Student_25,Instructor,8,B,Instructor_11,,Maintained discipline
25,Student_25,Instructor,9,A,Instructor_11,,Motivated students
25,Student_25,Instructor,10,C,Instructor_11,,Overall great teacher

26,Student_26,Online Education,1,C,,,Platform was responsive
26,Student_26,Online Education,2,A,,,Login was smooth
26,Student_26,Online Education,3,B,,,Lectures were clear
26,Student_26,Online Education,4,D,,,Quizzes were useful
26,Student_26,Online Education,5,A,,,Assignments were relevant
26,Student_26,Online Education,6,C,,,Navigation was user-friendly
26,Student_26,Online Education,7,D,,,Study materials were available
26,Student_26,Online Education,8,B,,,System worked well
26,Student_26,Online Education,9,A,,,Platform rarely crashed
26,Student_26,Online Education,10,C,,,Overall smooth experience

26,Student_26,Course,1,A,,Course_12,Course was well designed
26,Student_26,Course,2,B,,Course_12,Assignments helped clarity
26,Student_26,Course,3,D,,Course_12,Examples were relevant
26,Student_26,Course,4,C,,Course_12,Quizzes were fair
26,Student_26,Course,5,A,,Course_12,Some concepts were difficult
26,Student_26,Course,6,B,,Course_12,Resources were good
26,Student_26,Course,7,C,,Course_12,Course enhanced learning
26,Student_26,Course,8,D,,Course_12,Needed more practice tasks
26,Student_26,Course,9,B,,Course_12,Applications included
26,Student_26,Course,10,A,,Course_12,Overall effective course

26,Student_26,Instructor,1,B,Instructor_12,,Instructor explained well
26,Student_26,Instructor,2,C,Instructor_12,,Answered questions
26,Student_26,Instructor,3,A,Instructor_12,,Encouraged interaction
26,Student_26,Instructor,4,D,Instructor_12,,Used examples effectively
26,Student_26,Instructor,5,B,Instructor_12,,Sometimes too quick
26,Student_26,Instructor,6,A,Instructor_12,,Provided feedback
26,Student_26,Instructor,7,D,Instructor_12,,Interactive teaching
26,Student_26,Instructor,8,C,Instructor_12,,Maintained discipline
26,Student_26,Instructor,9,A,Instructor_12,,Motivated students
26,Student_26,Instructor,10,B,Instructor_12,,Overall excellent teacher

27,Student_27,Online Education,1,A,,,Platform was easy to use
27,Student_27,Online Education,2,C,,,Faced minor lag issues
27,Student_27,Online Education,3,B,,,Lectures were clear
27,Student_27,Online Education,4,D,,,Quizzes were challenging
27,Student_27,Online Education,5,A,,,Assignments were relevant
27,Student_27,Online Education,6,C,,,Navigation was smooth
27,Student_27,Online Education,7,B,,,Study material was available
27,Student_27,Online Education,8,D,,,System was reliable
27,Student_27,Online Education,9,A,,,Access was convenient
27,Student_27,Online Education,10,B,,,Overall a good experience

27,Student_27,Course,1,B,,Course_8,Course content was structured
27,Student_27,Course,2,A,,Course_8,Assignments improved learning
27,Student_27,Course,3,C,,Course_8,Examples supported clarity
27,Student_27,Course,4,D,,Course_8,Quizzes encouraged practice
27,Student_27,Course,5,B,,Course_8,Some topics were tough
27,Student_27,Course,6,A,,Course_8,Learning material was clear
27,Student_27,Course,7,C,,Course_8,Enhanced subject knowledge
27,Student_27,Course,8,D,,Course_8,Lacked real-world projects
27,Student_27,Course,9,B,,Course_8,Applications were discussed
27,Student_27,Course,10,A,,Course_8,Overall valuable course

27,Student_27,Instructor,1,C,Instructor_8,,Instructor explained clearly
27,Student_27,Instructor,2,A,Instructor_8,,Answered queries well
27,Student_27,Instructor,3,D,Instructor_8,,Encouraged participation
27,Student_27,Instructor,4,B,Instructor_8,,Used examples effectively
27,Student_27,Instructor,5,C,Instructor_8,,Sometimes fast paced
27,Student_27,Instructor,6,D,Instructor_8,,Provided timely feedback
27,Student_27,Instructor,7,A,Instructor_8,,Interactive lectures
27,Student_27,Instructor,8,B,Instructor_8,,Maintained discipline
27,Student_27,Instructor,9,C,Instructor_8,,Motivated students
27,Student_27,Instructor,10,A,Instructor_8,,Overall excellent teacher

28,Student_28,Online Education,1,B,,,Platform worked well
28,Student_28,Online Education,2,D,,,Faced login delays
28,Student_28,Online Education,3,C,,,Video lectures were clear
28,Student_28,Online Education,4,A,,,Quizzes were engaging
28,Student_28,Online Education,5,B,,,Assignments were helpful
28,Student_28,Online Education,6,C,,,Navigation was smooth
28,Student_28,Online Education,7,D,,,Study material was accessible
28,Student_28,Online Education,8,A,,,System was reliable
28,Student_28,Online Education,9,C,,,Platform was stable
28,Student_28,Online Education,10,B,,,Overall positive experience

28,Student_28,Course,1,C,,Course_9,Course was well designed
28,Student_28,Course,2,B,,Course_9,Assignments improved knowledge
28,Student_28,Course,3,A,,Course_9,Examples explained concepts
28,Student_28,Course,4,D,,Course_9,Quizzes were challenging
28,Student_28,Course,5,B,,Course_9,Some parts were tough
28,Student_28,Course,6,C,,Course_9,Course enhanced learning
28,Student_28,Course,7,D,,Course_9,Could add more practice
28,Student_28,Course,8,A,,Course_9,Resources were helpful
28,Student_28,Course,9,B,,Course_9,Real-world examples used
28,Student_28,Course,10,C,,Course_9,Overall useful course

28,Student_28,Instructor,1,A,Instructor_9,,Instructor explained concepts
28,Student_28,Instructor,2,B,Instructor_9,,Answered doubts clearly
28,Student_28,Instructor,3,C,Instructor_9,,Encouraged class interaction
28,Student_28,Instructor,4,D,Instructor_9,,Shared practical insights
28,Student_28,Instructor,5,A,Instructor_9,,Sometimes quick paced
28,Student_28,Instructor,6,C,Instructor_9,,Provided feedback
28,Student_28,Instructor,7,B,Instructor_9,,Interactive style
28,Student_28,Instructor,8,D,Instructor_9,,Maintained discipline
28,Student_28,Instructor,9,A,Instructor_9,,Motivated students
28,Student_28,Instructor,10,C,Instructor_9,,Overall very good teacher

29,Student_29,Online Education,1,D,,,Platform was reliable
29,Student_29,Online Education,2,B,,,Faced some lag
29,Student_29,Online Education,3,A,,,Lectures were clear
29,Student_29,Online Education,4,C,,,Quizzes tested knowledge
29,Student_29,Online Education,5,D,,,Assignments were useful
29,Student_29,Online Education,6,B,,,Navigation was easy
29,Student_29,Online Education,7,A,,,Study material was available
29,Student_29,Online Education,8,C,,,System was stable
29,Student_29,Online Education,9,B,,,Access was smooth
29,Student_29,Online Education,10,A,,,Overall satisfied

29,Student_29,Course,1,B,,Course_10,Course was structured
29,Student_29,Course,2,A,,Course_10,Assignments improved skills
29,Student_29,Course,3,D,,Course_10,Examples were helpful
29,Student_29,Course,4,B,,Course_10,Quizzes tested knowledge
29,Student_29,Course,5,C,,Course_10,Some parts difficult
29,Student_29,Course,6,D,,Course_10,Learning resources clear
29,Student_29,Course,7,A,,Course_10,Practical applications included
29,Student_29,Course,8,C,,Course_10,Lacked more projects
29,Student_29,Course,9,B,,Course_10,Improved knowledge
29,Student_29,Course,10,A,,Course_10,Overall good course

29,Student_29,Instructor,1,C,Instructor_10,,Instructor explained clearly
29,Student_29,Instructor,2,A,Instructor_10,,Answered all questions
29,Student_29,Instructor,3,B,Instructor_10,,Encouraged class participation
29,Student_29,Instructor,4,D,Instructor_10,,Used real examples
29,Student_29,Instructor,5,C,Instructor_10,,Sometimes too quick
29,Student_29,Instructor,6,B,Instructor_10,,Provided helpful notes
29,Student_29,Instructor,7,D,Instructor_10,,Interactive sessions
29,Student_29,Instructor,8,A,Instructor_10,,Maintained discipline
29,Student_29,Instructor,9,B,Instructor_10,,Motivated students
29,Student_29,Instructor,10,A,Instructor_10,,Overall excellent teacher

30,Student_30,Online Education,1,B,,,Platform was smooth
30,Student_30,Online Education,2,D,,,Faced rare login issues
30,Student_30,Online Education,3,C,,,Lectures were understandable
30,Student_30,Online Education,4,A,,,Quizzes were useful
30,Student_30,Online Education,5,B,,,Assignments were relevant
30,Student_30,Online Education,6,D,,,Navigation was simple
30,Student_30,Online Education,7,C,,,Material was helpful
30,Student_30,Online Education,8,A,,,System was reliable
30,Student_30,Online Education,9,B,,,Easy access anytime
30,Student_30,Online Education,10,C,,,Overall positive experience

30,Student_30,Course,1,A,,Course_11,Course was structured well
30,Student_30,Course,2,B,,Course_11,Assignments improved understanding
30,Student_30,Course,3,D,,Course_11,Examples were clear
30,Student_30,Course,4,C,,Course_11,Quizzes tested learning
30,Student_30,Course,5,B,,Course_11,Some topics difficult
30,Student_30,Course,6,A,,Course_11,Learning material was useful
30,Student_30,Course,7,D,,Course_11,Real-world projects missing
30,Student_30,Course,8,C,,Course_11,Resources were clear
30,Student_30,Course,9,B,,Course_11,Applied knowledge discussed
30,Student_30,Course,10,A,,Course_11,Overall a good course

30,Student_30,Instructor,1,D,Instructor_11,,Instructor explained clearly
30,Student_30,Instructor,2,B,Instructor_11,,Answered queries well
30,Student_30,Instructor,3,A,Instructor_11,,Encouraged participation
30,Student_30,Instructor,4,C,Instructor_11,,Shared practical insights
30,Student_30,Instructor,5,D,Instructor_11,,Sometimes fast paced
30,Student_30,Instructor,6,A,Instructor_11,,Provided feedback
30,Student_30,Instructor,7,B,Instructor_11,,Interactive style
30,Student_30,Instructor,8,C,Instructor_11,,Maintained discipline
30,Student_30,Instructor,9,A,Instructor_11,,Motivated students
30,Student_30,Instructor,10,B,Instructor_11,,Overall very good teacher

31,Student_31,Online Education,1,A,,,Platform was reliable
31,Student_31,Online Education,2,B,,,Faced minor delays
31,Student_31,Online Education,3,C,,,Lectures were clear
31,Student_31,Online Education,4,D,,,Quizzes were helpful
31,Student_31,Online Education,5,B,,,Assignments were good
31,Student_31,Online Education,6,A,,,Navigation was easy
31,Student_31,Online Education,7,C,,,Study material useful
31,Student_31,Online Education,8,B,,,System was stable
31,Student_31,Online Education,9,A,,,Access anytime
31,Student_31,Online Education,10,D,,,Overall good experience

31,Student_31,Course,1,B,,Course_12,Course was structured
31,Student_31,Course,2,C,,Course_12,Assignments supported clarity
31,Student_31,Course,3,D,,Course_12,Examples explained topics
31,Student_31,Course,4,A,,Course_12,Quizzes were engaging
31,Student_31,Course,5,B,,Course_12,Some parts complex
31,Student_31,Course,6,C,,Course_12,Learning improved
31,Student_31,Course,7,A,,Course_12,Resources were useful
31,Student_31,Course,8,D,,Course_12,Lacked case studies
31,Student_31,Course,9,B,,Course_12,Applications were practical
31,Student_31,Course,10,C,,Course_12,Overall valuable course

31,Student_31,Instructor,1,C,Instructor_12,,Instructor explained topics
31,Student_31,Instructor,2,A,Instructor_12,,Answered questions
31,Student_31,Instructor,3,D,Instructor_12,,Encouraged participation
31,Student_31,Instructor,4,B,Instructor_12,,Used real examples
31,Student_31,Instructor,5,C,Instructor_12,,Sometimes quick
31,Student_31,Instructor,6,D,Instructor_12,,Provided notes
31,Student_31,Instructor,7,A,Instructor_12,,Interactive approach
31,Student_31,Instructor,8,B,Instructor_12,,Maintained discipline
31,Student_31,Instructor,9,A,Instructor_12,,Motivated students
31,Student_31,Instructor,10,C,Instructor_12,,Overall excellent teacher

32,Student_32,Online Education,1,D,,,Platform was user-friendly
32,Student_32,Online Education,2,A,,,No login issues
32,Student_32,Online Education,3,B,,,Lectures were smooth
32,Student_32,Online Education,4,C,,,Quizzes tested knowledge
32,Student_32,Online Education,5,D,,,Assignments were relevant
32,Student_32,Online Education,6,A,,,Navigation was clear
32,Student_32,Online Education,7,B,,,Material was accessible
32,Student_32,Online Education,8,C,,,System was reliable
32,Student_32,Online Education,9,A,,,Platform was stable
32,Student_32,Online Education,10,B,,,Overall positive experience

32,Student_32,Course,1,A,,Course_13,Course was comprehensive
32,Student_32,Course,2,D,,Course_13,Assignments supported learning
32,Student_32,Course,3,C,,Course_13,Examples explained well
32,Student_32,Course,4,B,,Course_13,Quizzes were engaging
32,Student_32,Course,5,A,,Course_13,Some parts tough
32,Student_32,Course,6,C,,Course_13,Learning material was useful
32,Student_32,Course,7,D,,Course_13,Could add more practice
32,Student_32,Course,8,B,,Course_13,Resources were relevant
32,Student_32,Course,9,A,,Course_13,Applications were included
32,Student_32,Course,10,C,,Course_13,Overall effective course

32,Student_32,Instructor,1,B,Instructor_13,,Instructor explained clearly
32,Student_32,Instructor,2,A,Instructor_13,,Answered doubts
32,Student_32,Instructor,3,C,Instructor_13,,Encouraged interaction
32,Student_32,Instructor,4,D,Instructor_13,,Shared practical examples
32,Student_32,Instructor,5,A,Instructor_13,,Sometimes quick paced
32,Student_32,Instructor,6,B,Instructor_13,,Provided feedback
32,Student_32,Instructor,7,D,Instructor_13,,Interactive teaching
32,Student_32,Instructor,8,C,Instructor_13,,Maintained discipline
32,Student_32,Instructor,9,B,Instructor_13,,Motivated students
32,Student_32,Instructor,10,A,Instructor_13,,Overall excellent teacher

33,Student_33,Online Education,1,C,,,Platform was smooth
33,Student_33,Online Education,2,D,,,Faced no login issues
33,Student_33,Online Education,3,A,,,Lectures were understandable
33,Student_33,Online Education,4,B,,,Quizzes were useful
33,Student_33,Online Education,5,D,,,Assignments were relevant
33,Student_33,Online Education,6,A,,,Navigation was simple
33,Student_33,Online Education,7,C,,,Study material was clear
33,Student_33,Online Education,8,B,,,System was reliable
33,Student_33,Online Education,9,A,,,Easy access anytime
33,Student_33,Online Education,10,D,,,Overall positive experience

33,Student_33,Course,1,C,,Course_14,Course was structured well
33,Student_33,Course,2,B,,Course_14,Assignments improved learning
33,Student_33,Course,3,D,,Course_14,Examples explained clearly
33,Student_33,Course,4,A,,Course_14,Quizzes were engaging
33,Student_33,Course,5,B,,Course_14,Some parts were tough
33,Student_33,Course,6,C,,Course_14,Learning material was useful
33,Student_33,Course,7,A,,Course_14,Real-world applications included
33,Student_33,Course,8,D,,Course_14,Lacked detailed case studies
33,Student_33,Course,9,B,,Course_14,Practical applications discussed
33,Student_33,Course,10,A,,Course_14,Overall good course

33,Student_33,Instructor,1,D,Instructor_14,,Instructor explained clearly
33,Student_33,Instructor,2,C,Instructor_14,,Answered doubts well
33,Student_33,Instructor,3,A,Instructor_14,,Encouraged interaction
33,Student_33,Instructor,4,B,Instructor_14,,Used practical examples
33,Student_33,Instructor,5,C,Instructor_14,,Sometimes fast-paced
33,Student_33,Instructor,6,A,Instructor_14,,Provided detailed feedback
33,Student_33,Instructor,7,D,Instructor_14,,Interactive teaching
33,Student_33,Instructor,8,B,Instructor_14,,Maintained discipline
33,Student_33,Instructor,9,A,Instructor_14,,Motivated students
33,Student_33,Instructor,10,C,Instructor_14,,Overall excellent teacher

34,Student_34,Online Education,1,C,,,Platform was reliable
34,Student_34,Online Education,2,D,,,Login was smooth
34,Student_34,Online Education,3,A,,,Lectures were clear
34,Student_34,Online Education,4,B,,,Quizzes tested skills
34,Student_34,Online Education,5,D,,,Assignments improved clarity
34,Student_34,Online Education,6,C,,,Navigation was simple
34,Student_34,Online Education,7,A,,,Resources were helpful
34,Student_34,Online Education,8,B,,,System was stable
34,Student_34,Online Education,9,C,,,Access was easy
34,Student_34,Online Education,10,D,,,Overall good platform

34,Student_34,Course,1,B,,Course_15,Course was structured
34,Student_34,Course,2,A,,Course_15,Assignments clarified concepts
34,Student_34,Course,3,C,,Course_15,Examples explained topics
34,Student_34,Course,4,D,,Course_15,Quizzes were challenging
34,Student_34,Course,5,A,,Course_15,Some topics were tricky
34,Student_34,Course,6,B,,Course_15,Learning supported
34,Student_34,Course,7,C,,Course_15,Resources useful
34,Student_34,Course,8,D,,Course_15,Lacked practice cases
34,Student_34,Course,9,A,,Course_15,Applications included
34,Student_34,Course,10,B,,Course_15,Overall effective course

34,Student_34,Instructor,1,D,Instructor_15,,Instructor explained properly
34,Student_34,Instructor,2,C,Instructor_15,,Answered questions well
34,Student_34,Instructor,3,A,Instructor_15,,Encouraged interaction
34,Student_34,Instructor,4,B,Instructor_15,,Gave practical examples
34,Student_34,Instructor,5,D,Instructor_15,,Sometimes fast
34,Student_34,Instructor,6,C,Instructor_15,,Provided guidance
34,Student_34,Instructor,7,A,Instructor_15,,Interactive style
34,Student_34,Instructor,8,B,Instructor_15,,Maintained discipline
34,Student_34,Instructor,9,C,Instructor_15,,Motivated students
34,Student_34,Instructor,10,A,Instructor_15,,Overall great teacher

35,Student_35,Online Education,1,A,,,Platform was efficient
35,Student_35,Online Education,2,B,,,Login was easy
35,Student_35,Online Education,3,C,,,Lectures were understandable
35,Student_35,Online Education,4,D,,,Quizzes were useful
35,Student_35,Online Education,5,A,,,Assignments supported learning
35,Student_35,Online Education,6,B,,,Navigation simple
35,Student_35,Online Education,7,C,,,Study material helpful
35,Student_35,Online Education,8,D,,,System was reliable
35,Student_35,Online Education,9,A,,,Access convenient
35,Student_35,Online Education,10,C,,,Overall positive

35,Student_35,Course,1,D,,Course_16,Course was clear
35,Student_35,Course,2,B,,Course_16,Assignments practical
35,Student_35,Course,3,C,,Course_16,Examples easy to understand
35,Student_35,Course,4,A,,Course_16,Quizzes engaging
35,Student_35,Course,5,D,,Course_16,Some topics tough
35,Student_35,Course,6,C,,Course_16,Learning well supported
35,Student_35,Course,7,B,,Course_16,Resources relevant
35,Student_35,Course,8,A,,Course_16,Lacked extra practice
35,Student_35,Course,9,D,,Course_16,Applications discussed
35,Student_35,Course,10,B,,Course_16,Overall good course

35,Student_35,Instructor,1,B,Instructor_16,,Instructor explained clearly
35,Student_35,Instructor,2,D,Instructor_16,,Answered queries
35,Student_35,Instructor,3,A,Instructor_16,,Encouraged students
35,Student_35,Instructor,4,C,Instructor_16,,Shared examples
35,Student_35,Instructor,5,B,Instructor_16,,Sometimes quick
35,Student_35,Instructor,6,D,Instructor_16,,Provided materials
35,Student_35,Instructor,7,C,Instructor_16,,Interactive sessions
35,Student_35,Instructor,8,A,Instructor_16,,Maintained discipline
35,Student_35,Instructor,9,D,Instructor_16,,Motivated learners
35,Student_35,Instructor,10,B,Instructor_16,,Overall effective teacher

36,Student_36,Online Education,1,D,,,Platform was easy to use
36,Student_36,Online Education,2,C,,,Login was smooth
36,Student_36,Online Education,3,B,,,Lectures were clear
36,Student_36,Online Education,4,A,,,Quizzes were engaging
36,Student_36,Online Education,5,C,,,Assignments were helpful
36,Student_36,Online Education,6,B,,,Navigation was simple
36,Student_36,Online Education,7,A,,,Material was useful
36,Student_36,Online Education,8,D,,,System was reliable
36,Student_36,Online Education,9,C,,,Access anytime
36,Student_36,Online Education,10,B,,,Overall positive experience

36,Student_36,Course,1,A,,Course_17,Course was organized
36,Student_36,Course,2,D,,Course_17,Assignments improved skills
36,Student_36,Course,3,B,,Course_17,Examples supported learning
36,Student_36,Course,4,C,,Course_17,Quizzes tested knowledge
36,Student_36,Course,5,A,,Course_17,Some parts were tough
36,Student_36,Course,6,B,,Course_17,Learning material was relevant
36,Student_36,Course,7,C,,Course_17,Resources were helpful
36,Student_36,Course,8,D,,Course_17,Case studies missing
36,Student_36,Course,9,B,,Course_17,Applications explained
36,Student_36,Course,10,A,,Course_17,Overall good course

36,Student_36,Instructor,1,C,Instructor_17,,Instructor explained clearly
36,Student_36,Instructor,2,D,Instructor_17,,Answered doubts
36,Student_36,Instructor,3,B,Instructor_17,,Encouraged discussion
36,Student_36,Instructor,4,A,Instructor_17,,Used practical examples
36,Student_36,Instructor,5,D,Instructor_17,,Sometimes quick
36,Student_36,Instructor,6,C,Instructor_17,,Provided notes
36,Student_36,Instructor,7,A,Instructor_17,,Interactive teaching
36,Student_36,Instructor,8,B,Instructor_17,,Maintained discipline
36,Student_36,Instructor,9,C,Instructor_17,,Motivated students
36,Student_36,Instructor,10,A,Instructor_17,,Overall excellent teacher

37,Student_37,Online Education,1,B,,,Platform was reliable
37,Student_37,Online Education,2,A,,,Login was smooth
37,Student_37,Online Education,3,D,,,Lectures were understandable
37,Student_37,Online Education,4,C,,,Quizzes supported learning
37,Student_37,Online Education,5,A,,,Assignments relevant
37,Student_37,Online Education,6,B,,,Navigation clear
37,Student_37,Online Education,7,C,,,Study material helpful
37,Student_37,Online Education,8,D,,,System was stable
37,Student_37,Online Education,9,A,,,Easy access
37,Student_37,Online Education,10,B,,,Overall effective platform

37,Student_37,Course,1,C,,Course_18,Course was structured
37,Student_37,Course,2,A,,Course_18,Assignments useful
37,Student_37,Course,3,D,,Course_18,Examples explained clearly
37,Student_37,Course,4,B,,Course_18,Quizzes were engaging
37,Student_37,Course,5,C,,Course_18,Some topics tough
37,Student_37,Course,6,A,,Course_18,Learning material good
37,Student_37,Course,7,B,,Course_18,Resources were clear
37,Student_37,Course,8,D,,Course_18,Lacked practical cases
37,Student_37,Course,9,A,,Course_18,Applications discussed
37,Student_37,Course,10,C,,Course_18,Overall valuable course

37,Student_37,Instructor,1,D,Instructor_18,,Instructor explained well
37,Student_37,Instructor,2,C,Instructor_18,,Answered queries
37,Student_37,Instructor,3,B,Instructor_18,,Encouraged interaction
37,Student_37,Instructor,4,A,Instructor_18,,Shared examples
37,Student_37,Instructor,5,C,Instructor_18,,Sometimes fast
37,Student_37,Instructor,6,D,Instructor_18,,Provided support
37,Student_37,Instructor,7,A,Instructor_18,,Interactive approach
37,Student_37,Instructor,8,B,Instructor_18,,Maintained discipline
37,Student_37,Instructor,9,D,Instructor_18,,Motivated students
37,Student_37,Instructor,10,C,Instructor_18,,Overall effective teacher

38,Student_38,Online Education,1,A,,,Platform was smooth
38,Student_38,Online Education,2,B,,,No login issues
38,Student_38,Online Education,3,C,,,Lectures were clear
38,Student_38,Online Education,4,D,,,Quizzes were helpful
38,Student_38,Online Education,5,B,,,Assignments supported learning
38,Student_38,Online Education,6,A,,,Navigation easy
38,Student_38,Online Education,7,D,,,Resources useful
38,Student_38,Online Education,8,C,,,System was reliable
38,Student_38,Online Education,9,A,,,Access simple
38,Student_38,Online Education,10,B,,,Overall good experience

38,Student_38,Course,1,B,,Course_19,Course was organized
38,Student_38,Course,2,C,,Course_19,Assignments practical
38,Student_38,Course,3,A,,Course_19,Examples were clear
38,Student_38,Course,4,D,,Course_19,Quizzes supported learning
38,Student_38,Course,5,C,,Course_19,Some concepts tough
38,Student_38,Course,6,B,,Course_19,Learning material helpful
38,Student_38,Course,7,D,,Course_19,Resources relevant
38,Student_38,Course,8,A,,Course_19,Lacked detailed cases
38,Student_38,Course,9,C,,Course_19,Applications explained
38,Student_38,Course,10,B,,Course_19,Overall good course

38,Student_38,Instructor,1,C,Instructor_19,,Instructor explained topics
38,Student_38,Instructor,2,B,Instructor_19,,Answered doubts
38,Student_38,Instructor,3,D,Instructor_19,,Encouraged class
38,Student_38,Instructor,4,A,Instructor_19,,Shared practical examples
38,Student_38,Instructor,5,B,Instructor_19,,Sometimes quick
38,Student_38,Instructor,6,C,Instructor_19,,Provided notes
38,Student_38,Instructor,7,D,Instructor_19,,Interactive style
38,Student_38,Instructor,8,A,Instructor_19,,Maintained discipline
38,Student_38,Instructor,9,C,Instructor_19,,Motivated students
38,Student_38,Instructor,10,B,Instructor_19,,Overall excellent teacher

39,Student_39,Online Education,1,A,,,Platform worked smoothly
39,Student_39,Online Education,2,C,,,Login process was easy
39,Student_39,Online Education,3,B,,,Lectures were understandable
39,Student_39,Online Education,4,D,,,Quizzes were supportive
39,Student_39,Online Education,5,A,,,Assignments improved skills
39,Student_39,Online Education,6,C,,,Navigation was simple
39,Student_39,Online Education,7,B,,,Resources were accessible
39,Student_39,Online Education,8,D,,,System was consistent
39,Student_39,Online Education,9,A,,,Access was quick
39,Student_39,Online Education,10,C,,,Overall satisfied with platform

39,Student_39,Course,1,B,,Course_20,Course was structured
39,Student_39,Course,2,A,,Course_20,Assignments were useful
39,Student_39,Course,3,C,,Course_20,Examples clarified concepts
39,Student_39,Course,4,D,,Course_20,Quizzes were beneficial
39,Student_39,Course,5,B,,Course_20,Some lessons were complex
39,Student_39,Course,6,A,,Course_20,Learning content relevant
39,Student_39,Course,7,D,,Course_20,Resources well-selected
39,Student_39,Course,8,C,,Course_20,Case studies limited
39,Student_39,Course,9,B,,Course_20,Applications explained well
39,Student_39,Course,10,A,,Course_20,Overall positive course

39,Student_39,Instructor,1,D,Instructor_20,,Instructor explained clearly
39,Student_39,Instructor,2,B,Instructor_20,,Answered all doubts
39,Student_39,Instructor,3,A,Instructor_20,,Encouraged participation
39,Student_39,Instructor,4,C,Instructor_20,,Shared practical cases
39,Student_39,Instructor,5,B,Instructor_20,,Sometimes fast-paced
39,Student_39,Instructor,6,D,Instructor_20,,Provided extra notes
39,Student_39,Instructor,7,A,Instructor_20,,Engaging teaching style
39,Student_39,Instructor,8,C,Instructor_20,,Maintained discipline
39,Student_39,Instructor,9,B,Instructor_20,,Motivated students
39,Student_39,Instructor,10,A,Instructor_20,,Overall excellent guidance

40,Student_40,Online Education,1,B,,,Platform was stable
40,Student_40,Online Education,2,A,,,Login process smooth
40,Student_40,Online Education,3,C,,,Lectures well-presented
40,Student_40,Online Education,4,D,,,Quizzes supported revision
40,Student_40,Online Education,5,B,,,Assignments improved learning
40,Student_40,Online Education,6,A,,,Navigation simple
40,Student_40,Online Education,7,C,,,Resources easy to find
40,Student_40,Online Education,8,D,,,System reliable
40,Student_40,Online Education,9,B,,,Access convenient
40,Student_40,Online Education,10,A,,,Overall good platform

40,Student_40,Course,1,C,,Course_21,Course well-organized
40,Student_40,Course,2,B,,Course_21,Assignments meaningful
40,Student_40,Course,3,A,,Course_21,Examples clarified topics
40,Student_40,Course,4,D,,Course_21,Quizzes helpful
40,Student_40,Course,5,C,,Course_21,Certain topics tough
40,Student_40,Course,6,B,,Course_21,Learning content valuable
40,Student_40,Course,7,A,,Course_21,Resources complete
40,Student_40,Course,8,D,,Course_21,Lacked case studies
40,Student_40,Course,9,B,,Course_21,Applications relevant
40,Student_40,Course,10,A,,Course_21,Overall great course

40,Student_40,Instructor,1,A,Instructor_21,,Instructor explained clearly
40,Student_40,Instructor,2,C,Instructor_21,,Responded to doubts
40,Student_40,Instructor,3,B,Instructor_21,,Encouraged participation
40,Student_40,Instructor,4,D,Instructor_21,,Shared real-world cases
40,Student_40,Instructor,5,A,Instructor_21,,Sometimes fast
40,Student_40,Instructor,6,C,Instructor_21,,Provided materials
40,Student_40,Instructor,7,D,Instructor_21,,Interactive approach
40,Student_40,Instructor,8,B,Instructor_21,,Maintained order
40,Student_40,Instructor,9,A,Instructor_21,,Motivated students
40,Student_40,Instructor,10,C,Instructor_21,,Overall very good

41,Student_41,Online Education,1,C,,,Platform smooth
41,Student_41,Online Education,2,B,,,Login easy
41,Student_41,Online Education,3,D,,,Lectures understandable
41,Student_41,Online Education,4,A,,,Quizzes well-designed
41,Student_41,Online Education,5,C,,,Assignments relevant
41,Student_41,Online Education,6,B,,,Navigation straightforward
41,Student_41,Online Education,7,A,,,Resources clear
41,Student_41,Online Education,8,D,,,System consistent
41,Student_41,Online Education,9,C,,,Access quick
41,Student_41,Online Education,10,B,,,Overall good learning

41,Student_41,Course,1,A,,Course_22,Course structured
41,Student_41,Course,2,C,,Course_22,Assignments practical
41,Student_41,Course,3,B,,Course_22,Examples useful
41,Student_41,Course,4,D,,Course_22,Quizzes effective
41,Student_41,Course,5,A,,Course_22,Difficult concepts explained
41,Student_41,Course,6,C,,Course_22,Learning material detailed
41,Student_41,Course,7,B,,Course_22,Resources available
41,Student_41,Course,8,D,,Course_22,Lacked extra practice
41,Student_41,Course,9,A,,Course_22,Applications clear
41,Student_41,Course,10,C,,Course_22,Overall strong course

41,Student_41,Instructor,1,D,Instructor_22,,Instructor taught well
41,Student_41,Instructor,2,A,Instructor_22,,Solved queries
41,Student_41,Instructor,3,C,Instructor_22,,Encouraged students
41,Student_41,Instructor,4,B,Instructor_22,,Shared practical input
41,Student_41,Instructor,5,D,Instructor_22,,Sometimes rushed
41,Student_41,Instructor,6,A,Instructor_22,,Shared notes
41,Student_41,Instructor,7,C,Instructor_22,,Interactive style
41,Student_41,Instructor,8,B,Instructor_22,,Disciplined
41,Student_41,Instructor,9,A,Instructor_22,,Motivated learners
41,Student_41,Instructor,10,D,Instructor_22,,Overall excellent

42,Student_42,Online Education,1,D,,,Platform worked well
