StudentID,Name,FormType,MCQ_Number,Answer,InstructorName,course,comment,sentiment,Emotion,Topic,batch
28,Student_28,Instructor,3,C,Instructor_9,,Encouraged class interaction,neutral,joy,38,2023
28,Student_28,Instructor,4,D,Instructor_9,,Shared practical insights,neutral,neutral,15,2023
28,Student_28,Instructor,5,A,Instructor_9,,Sometimes quick paced,positive,neutral,32,2023
28,Student_28,Instructor,6,C,Instructor_9,,Provided feedback,neutral,neutral,24,2023
28,Student_28,Instructor,7,B,Instructor_9,,Interactive style,neutral,neutral,5,2023
28,Student_28,Instructor,8,D,Instructor_9,,Maintained discipline,neutral,sadness,1,2023
28,Student_28,Instructor,9,A,Instructor_9,,Motivated students,neutral,neutral,0,2023
28,Student_28,Instructor,10,C,Instructor_9,,Overall very good teacher,positive,joy,93,2023
29,Student_29,Online Education,1,D,,,Platform was reliable,neutral,neutral,30,2023
29,Student_29,Online Education,2,B,,,Faced some lag,neutral,sadness,14,2023
29,Student_29,Online Education,3,A,,,Lectures were clear,positive,neutral,109,2023
29,Student_29,Online Education,4,C,,,Quizzes tested knowledge,neutral,neutral,64,2023
29,Student_29,Online Education,5,D,,,Assignments were useful,positive,neutral,17,2023
29,Student_29,Online Education,6,B,,,Navigation was easy,positive,neutral,53,2023
29,Student_29,Online Education,7,A,,,Study material was available,positive,neutral,41,2023
29,Student_29,Online Education,8,C,,,System was stable,neutral,neutral,7,2023
29,Student_29,Online Education,9,B,,,Access was smooth,positive,neutral,-1,2023
29,Student_29,Online Education,10,A,,,Overall satisfied,positive,joy,22,2023
29,Student_29,Course,1,B,,Course_10,Course was structured,neutral,neutral,13,2023
29,Student_29,Course,2,A,,Course_10,Assignments improved skills,neutral,neutral,79,2023
29,Student_29,Course,3,D,,Course_10,Examples were helpful,neutral,neutral,34,2023
29,Student_29,Course,4,B,,Course_10,Quizzes tested knowledge,neutral,neutral,64,2023
29,Student_29,Course,5,C,,Course_10,Some parts difficult,negative,neutral,50,2023
29,Student_29,Course,6,D,,Course_10,Learning resources clear,positive,neutral,58,2023
29,Student_29,Course,7,A,,Course_10,Practical applications included,neutral,neutral,6,2023
29,Student_29,Course,8,C,,Course_10,Lacked more projects,positive,sadness,108,2023
29,Student_29,Course,9,B,,Course_10,Improved knowledge,neutral,neutral,75,2023
29,Student_29,Course,10,A,,Course_10,Overall good course,positive,neutral,35,2023
29,Student_29,Instructor,1,C,Instructor_10,,Instructor explained clearly,positive,neutral,23,2023
29,Student_29,Instructor,2,A,Instructor_10,,Answered all questions,neutral,neutral,8,2023
29,Student_29,Instructor,3,B,Instructor_10,,Encouraged class participation,neutral,joy,38,2023
29,Student_29,Instructor,4,D,Instructor_10,,Used real examples,positive,neutral,15,2023
29,Student_29,Instructor,5,C,Instructor_10,,Sometimes too quick,positive,surprise,26,2023
29,Student_29,Instructor,6,B,Instructor_10,,Provided helpful notes,neutral,neutral,4,2023
29,Student_29,Instructor,7,D,Instructor_10,,Interactive sessions,neutral,neutral,125,2023
29,Student_29,Instructor,8,A,Instructor_10,,Maintained discipline,neutral,sadness,1,2023
29,Student_29,Instructor,9,B,Instructor_10,,Motivated students,neutral,neutral,0,2023
29,Student_29,Instructor,10,A,Instructor_10,,Overall excellent teacher,positive,joy,82,2023
30,Student_30,Online Education,1,B,,,Platform was smooth,positive,neutral,49,2023
30,Student_30,Online Education,2,D,,,Faced rare login issues,positive,fear,76,2023
30,Student_30,Online Education,3,C,,,Lectures were understandable,neutral,neutral,84,2023
30,Student_30,Online Education,4,A,,,Quizzes were useful,positive,neutral,29,2023
30,Student_30,Online Education,5,B,,,Assignments were relevant,positive,neutral,57,2023
30,Student_30,Online Education,6,D,,,Navigation was simple,neutral,neutral,53,2023
30,Student_30,Online Education,7,C,,,Material was helpful,neutral,joy,90,2023
30,Student_30,Online Education,8,A,,,System was reliable,neutral,neutral,31,2023
30,Student_30,Online Education,9,B,,,Easy access anytime,positive,neutral,52,2023
30,Student_30,Online Education,10,C,,,Overall positive experience,positive,joy,48,2023
30,Student_30,Course,1,A,,Course_11,Course was structured well,neutral,neutral,13,2023
30,Student_30,Course,2,B,,Course_11,Assignments improved understanding,neutral,neutral,-1,2023
30,Student_30,Course,3,D,,Course_11,Examples were clear,positive,neutral,54,2023
30,Student_30,Course,4,C,,Course_11,Quizzes tested learning,neutral,neutral,64,2023
30,Student_30,Course,5,B,,Course_11,Some topics difficult,negative,fear,67,2023
30,Student_30,Course,6,A,,Course_11,Learning material was useful,positive,neutral,68,2023
30,Student_30,Course,7,D,,Course_11,Real-world projects missing,negative,sadness,108,2023
30,Student_30,Course,8,C,,Course_11,Resources were clear,positive,neutral,58,2023
30,Student_30,Course,9,B,,Course_11,Applied knowledge discussed,neutral,neutral,75,2023
30,Student_30,Course,10,A,,Course_11,Overall a good course,positive,joy,100,2023
30,Student_30,Instructor,1,D,Instructor_11,,Instructor explained clearly,positive,neutral,23,2023
30,Student_30,Instructor,2,B,Instructor_11,,Answered queries well,neutral,neutral,92,2023
30,Student_30,Instructor,3,A,Instructor_11,,Encouraged participation,neutral,joy,3,2023
30,Student_30,Instructor,4,C,Instructor_11,,Shared practical insights,neutral,neutral,15,2023
30,Student_30,Instructor,5,D,Instructor_11,,Sometimes fast paced,positive,neutral,32,2023
30,Student_30,Instructor,6,A,Instructor_11,,Provided feedback,neutral,neutral,24,2023
30,Student_30,Instructor,7,B,Instructor_11,,Interactive style,neutral,neutral,5,2023
30,Student_30,Instructor,8,C,Instructor_11,,Maintained discipline,neutral,sadness,1,2023
30,Student_30,Instructor,9,A,Instructor_11,,Motivated students,neutral,neutral,0,2023
30,Student_30,Instructor,10,B,Instructor_11,,Overall very good teacher,positive,joy,93,2023
31,Student_31,Online Education,1,A,,,Platform was reliable,neutral,neutral,30,2023
31,Student_31,Online Education,2,B,,,Faced minor delays,neutral,sadness,14,2023
31,Student_31,Online Education,3,C,,,Lectures were clear,positive,neutral,109,2023
31,Student_31,Online Education,4,D,,,Quizzes were helpful,neutral,neutral,29,2023
31,Student_31,Online Education,5,B,,,Assignments were good,positive,neutral,40,2023
31,Student_31,Online Education,6,A,,,Navigation was easy,positive,neutral,53,2023
31,Student_31,Online Education,7,C,,,Study material useful,positive,neutral,41,2023
31,Student_31,Online Education,8,B,,,System was stable,neutral,neutral,7,2023
31,Student_31,Online Education,9,A,,,Access anytime,neutral,neutral,52,2023
31,Student_31,Online Education,10,D,,,Overall good experience,positive,joy,27,2023
31,Student_31,Course,1,B,,Course_12,Course was structured,neutral,neutral,13,2023
31,Student_31,Course,2,C,,Course_12,Assignments supported clarity,neutral,neutral,-1,2023
31,Student_31,Course,3,D,,Course_12,Examples explained topics,neutral,neutral,87,2023
31,Student_31,Course,4,A,,Course_12,Quizzes were engaging,positive,neutral,81,2023
31,Student_31,Course,5,B,,Course_12,Some parts complex,negative,neutral,50,2023
31,Student_31,Course,6,C,,Course_12,Learning improved,neutral,neutral,-1,2023
31,Student_31,Course,7,A,,Course_12,Resources were useful,positive,neutral,28,2023
31,Student_31,Course,8,D,,Course_12,Lacked case studies,neutral,neutral,19,2023
31,Student_31,Course,9,B,,Course_12,Applications were practical,neutral,neutral,6,2023
31,Student_31,Course,10,C,,Course_12,Overall valuable course,neutral,joy,-1,2023
31,Student_31,Instructor,1,C,Instructor_12,,Instructor explained topics,neutral,neutral,-1,2023
31,Student_31,Instructor,2,A,Instructor_12,,Answered questions,neutral,neutral,8,2023
31,Student_31,Instructor,3,D,Instructor_12,,Encouraged participation,neutral,joy,3,2023
31,Student_31,Instructor,4,B,Instructor_12,,Used real examples,positive,neutral,15,2023
31,Student_31,Instructor,5,C,Instructor_12,,Sometimes quick,positive,neutral,26,2023
31,Student_31,Instructor,6,D,Instructor_12,,Provided notes,neutral,neutral,4,2023
31,Student_31,Instructor,7,A,Instructor_12,,Interactive approach,neutral,neutral,125,2023
31,Student_31,Instructor,8,B,Instructor_12,,Maintained discipline,neutral,sadness,1,2023
31,Student_31,Instructor,9,A,Instructor_12,,Motivated students,neutral,neutral,0,2023
31,Student_31,Instructor,10,C,Instructor_12,,Overall excellent teacher,positive,joy,82,2023
32,Student_32,Online Education,1,D,,,Platform was user-friendly,neutral,neutral,78,2023
32,Student_32,Online Education,2,A,,,No login issues,neutral,neutral,76,2023
32,Student_32,Online Education,3,B,,,Lectures were smooth,positive,neutral,109,2023
32,Student_32,Online Education,4,C,,,Quizzes tested knowledge,neutral,neutral,64,2023
32,Student_32,Online Education,5,D,,,Assignments were relevant,positive,neutral,57,2023
32,Student_32,Online Education,6,A,,,Navigation was clear,positive,neutral,69,2023
32,Student_32,Online Education,7,B,,,Material was accessible,positive,neutral,120,2023
32,Student_32,Online Education,8,C,,,System was reliable,neutral,neutral,31,2023
32,Student_32,Online Education,9,A,,,Platform was stable,neutral,neutral,30,2023
32,Student_32,Online Education,10,B,,,Overall positive experience,positive,joy,48,2023
32,Student_32,Course,1,A,,Course_13,Course was comprehensive,neutral,neutral,13,2023
32,Student_32,Course,2,D,,Course_13,Assignments supported learning,neutral,neutral,79,2023
32,Student_32,Course,3,C,,Course_13,Examples explained well,neutral,neutral,87,2023
32,Student_32,Course,4,B,,Course_13,Quizzes were engaging,positive,neutral,81,2023
32,Student_32,Course,5,A,,Course_13,Some parts tough,negative,neutral,50,2023
32,Student_32,Course,6,C,,Course_13,Learning material was useful,positive,neutral,68,2023
32,Student_32,Course,7,D,,Course_13,Could add more practice,positive,neutral,65,2023
32,Student_32,Course,8,B,,Course_13,Resources were relevant,positive,neutral,63,2023
32,Student_32,Course,9,A,,Course_13,Applications were included,neutral,neutral,98,2023
32,Student_32,Course,10,C,,Course_13,Overall effective course,positive,neutral,100,2023
32,Student_32,Instructor,1,B,Instructor_13,,Instructor explained clearly,positive,neutral,23,2023
32,Student_32,Instructor,2,A,Instructor_13,,Answered doubts,neutral,fear,37,2023
32,Student_32,Instructor,3,C,Instructor_13,,Encouraged interaction,neutral,joy,115,2023
32,Student_32,Instructor,4,D,Instructor_13,,Shared practical examples,neutral,neutral,15,2023
32,Student_32,Instructor,5,A,Instructor_13,,Sometimes quick paced,positive,neutral,32,2023
32,Student_32,Instructor,6,B,Instructor_13,,Provided feedback,neutral,neutral,24,2023
32,Student_32,Instructor,7,D,Instructor_13,,Interactive teaching,neutral,neutral,51,2023
32,Student_32,Instructor,8,C,Instructor_13,,Maintained discipline,neutral,sadness,1,2023
32,Student_32,Instructor,9,B,Instructor_13,,Motivated students,neutral,neutral,0,2023
32,Student_32,Instructor,10,A,Instructor_13,,Overall excellent teacher,positive,joy,82,2023
33,Student_33,Online Education,1,C,,,Platform was smooth,positive,neutral,49,2023
33,Student_33,Online Education,2,D,,,Faced no login issues,neutral,sadness,76,2023
33,Student_33,Online Education,3,A,,,Lectures were understandable,neutral,neutral,84,2023
33,Student_33,Online Education,4,B,,,Quizzes were useful,positive,neutral,29,2023
33,Student_33,Online Education,5,D,,,Assignments were relevant,positive,neutral,57,2023
33,Student_33,Online Education,6,A,,,Navigation was simple,neutral,neutral,53,2023
33,Student_33,Online Education,7,C,,,Study material was clear,positive,neutral,-1,2023
33,Student_33,Online Education,8,B,,,System was reliable,neutral,neutral,31,2023
33,Student_33,Online Education,9,A,,,Easy access anytime,positive,neutral,52,2023
33,Student_33,Online Education,10,D,,,Overall positive experience,positive,joy,48,2023
33,Student_33,Course,1,C,,Course_14,Course was structured well,neutral,neutral,13,2023
33,Student_33,Course,2,B,,Course_14,Assignments improved learning,neutral,neutral,79,2023
33,Student_33,Course,3,D,,Course_14,Examples explained clearly,positive,neutral,87,2023
33,Student_33,Course,4,A,,Course_14,Quizzes were engaging,positive,neutral,81,2023
33,Student_33,Course,5,B,,Course_14,Some parts were tough,negative,neutral,50,2023
33,Student_33,Course,6,C,,Course_14,Learning material was useful,positive,neutral,68,2023
33,Student_33,Course,7,A,,Course_14,Real-world applications included,neutral,neutral,6,2023
33,Student_33,Course,8,D,,Course_14,Lacked detailed case studies,positive,neutral,19,2023
33,Student_33,Course,9,B,,Course_14,Practical applications discussed,neutral,neutral,6,2023
33,Student_33,Course,10,A,,Course_14,Overall good course,positive,neutral,35,2023
33,Student_33,Instructor,1,D,Instructor_14,,Instructor explained clearly,positive,neutral,23,2023
33,Student_33,Instructor,2,C,Instructor_14,,Answered doubts well,neutral,fear,37,2023
33,Student_33,Instructor,3,A,Instructor_14,,Encouraged interaction,neutral,joy,115,2023
33,Student_33,Instructor,4,B,Instructor_14,,Used practical examples,neutral,neutral,15,2023
33,Student_33,Instructor,5,C,Instructor_14,,Sometimes fast-paced,neutral,neutral,32,2023
33,Student_33,Instructor,6,A,Instructor_14,,Provided detailed feedback,positive,neutral,24,2023
33,Student_33,Instructor,7,D,Instructor_14,,Interactive teaching,neutral,neutral,51,2023
33,Student_33,Instructor,8,B,Instructor_14,,Maintained discipline,neutral,sadness,1,2023
33,Student_33,Instructor,9,A,Instructor_14,,Motivated students,neutral,neutral,0,2023
33,Student_33,Instructor,10,C,Instructor_14,,Overall excellent teacher,positive,joy,82,2023
34,Student_34,Online Education,1,C,,,Platform was reliable,neutral,neutral,30,2023
34,Student_34,Online Education,2,D,,,Login was smooth,positive,neutral,21,2023
34,Student_34,Online Education,3,A,,,Lectures were clear,positive,neutral,109,2023
34,Student_34,Online Education,4,B,,,Quizzes tested skills,neutral,neutral,64,2023
34,Student_34,Online Education,5,D,,,Assignments improved clarity,neutral,neutral,-1,2023
34,Student_34,Online Education,6,C,,,Navigation was simple,neutral,neutral,53,2023
34,Student_34,Online Education,7,A,,,Resources were helpful,neutral,neutral,28,2023
34,Student_34,Online Education,8,B,,,System was stable,neutral,neutral,7,2023
34,Student_34,Online Education,9,C,,,Access was easy,positive,neutral,52,2023
34,Student_34,Online Education,10,D,,,Overall good platform,positive,neutral,44,2023
34,Student_34,Course,1,B,,Course_15,Course was structured,neutral,neutral,13,2023
34,Student_34,Course,2,A,,Course_15,Assignments clarified concepts,neutral,neutral,-1,2023
34,Student_34,Course,3,C,,Course_15,Examples explained topics,neutral,neutral,87,2023
34,Student_34,Course,4,D,,Course_15,Quizzes were challenging,positive,neutral,101,2023
34,Student_34,Course,5,A,,Course_15,Some topics were tricky,neutral,neutral,50,2023
34,Student_34,Course,6,B,,Course_15,Learning supported,neutral,neutral,-1,2023
34,Student_34,Course,7,C,,Course_15,Resources useful,positive,neutral,119,2023
34,Student_34,Course,8,D,,Course_15,Lacked practice cases,neutral,neutral,19,2023
34,Student_34,Course,9,A,,Course_15,Applications included,neutral,neutral,98,2023
34,Student_34,Course,10,B,,Course_15,Overall effective course,positive,neutral,100,2023
34,Student_34,Instructor,1,D,Instructor_15,,Instructor explained properly,neutral,neutral,72,2023
34,Student_34,Instructor,2,C,Instructor_15,,Answered questions well,neutral,neutral,8,2023
34,Student_34,Instructor,3,A,Instructor_15,,Encouraged interaction,neutral,joy,115,2023
34,Student_34,Instructor,4,B,Instructor_15,,Gave practical examples,neutral,neutral,15,2023
34,Student_34,Instructor,5,D,Instructor_15,,Sometimes fast,positive,neutral,18,2023
34,Student_34,Instructor,6,C,Instructor_15,,Provided guidance,neutral,neutral,24,2023
34,Student_34,Instructor,7,A,Instructor_15,,Interactive style,neutral,neutral,5,2023
34,Student_34,Instructor,8,B,Instructor_15,,Maintained discipline,neutral,sadness,1,2023
34,Student_34,Instructor,9,C,Instructor_15,,Motivated students,neutral,neutral,0,2023
34,Student_34,Instructor,10,A,Instructor_15,,Overall great teacher,positive,joy,-1,2023
35,Student_35,Online Education,1,A,,,Platform was efficient,neutral,neutral,78,2023
35,Student_35,Online Education,2,B,,,Login was easy,positive,neutral,61,2023
35,Student_35,Online Education,3,C,,,Lectures were understandable,neutral,neutral,84,2023
35,Student_35,Online Education,4,D,,,Quizzes were useful,positive,neutral,29,2023
35,Student_35,Online Education,5,A,,,Assignments supported learning,neutral,neutral,79,2023
35,Student_35,Online Education,6,B,,,Navigation simple,neutral,neutral,20,2023
35,Student_35,Online Education,7,C,,,Study material helpful,neutral,neutral,41,2023
35,Student_35,Online Education,8,D,,,System was reliable,neutral,neutral,31,2023
35,Student_35,Online Education,9,A,,,Access convenient,neutral,neutral,52,2023
35,Student_35,Online Education,10,C,,,Overall positive,positive,joy,2,2023
35,Student_35,Course,1,D,,Course_16,Course was clear,positive,neutral,13,2023
35,Student_35,Course,2,B,,Course_16,Assignments practical,neutral,neutral,-1,2023
35,Student_35,Course,3,C,,Course_16,Examples easy to understand,positive,neutral,87,2023
35,Student_35,Course,4,A,,Course_16,Quizzes engaging,positive,joy,11,2023
35,Student_35,Course,5,D,,Course_16,Some topics tough,negative,disgust,122,2023
35,Student_35,Course,6,C,,Course_16,Learning well supported,neutral,neutral,-1,2023
35,Student_35,Course,7,B,,Course_16,Resources relevant,positive,neutral,63,2023
35,Student_35,Course,8,A,,Course_16,Lacked extra practice,neutral,neutral,77,2023
35,Student_35,Course,9,D,,Course_16,Applications discussed,neutral,neutral,6,2023
35,Student_35,Course,10,B,,Course_16,Overall good course,positive,neutral,35,2023
35,Student_35,Instructor,1,B,Instructor_16,,Instructor explained clearly,positive,neutral,23,2023
35,Student_35,Instructor,2,D,Instructor_16,,Answered queries,neutral,neutral,92,2023
35,Student_35,Instructor,3,A,Instructor_16,,Encouraged students,neutral,joy,38,2023
35,Student_35,Instructor,4,C,Instructor_16,,Shared examples,neutral,neutral,9,2023
35,Student_35,Instructor,5,B,Instructor_16,,Sometimes quick,positive,neutral,26,2023
35,Student_35,Instructor,6,D,Instructor_16,,Provided materials,neutral,neutral,-1,2023
35,Student_35,Instructor,7,C,Instructor_16,,Interactive sessions,neutral,neutral,125,2023
35,Student_35,Instructor,8,A,Instructor_16,,Maintained discipline,neutral,sadness,1,2023
35,Student_35,Instructor,9,D,Instructor_16,,Motivated learners,neutral,neutral,0,2023
35,Student_35,Instructor,10,B,Instructor_16,,Overall effective teacher,positive,neutral,93,2023
36,Student_36,Online Education,1,D,,,Platform was easy to use,positive,neutral,78,2023
36,Student_36,Online Education,2,C,,,Login was smooth,positive,neutral,21,2023
36,Student_36,Online Education,3,B,,,Lectures were clear,positive,neutral,109,2023
36,Student_36,Online Education,4,A,,,Quizzes were engaging,positive,neutral,81,2023
36,Student_36,Online Education,5,C,,,Assignments were helpful,neutral,neutral,17,2023
36,Student_36,Online Education,6,B,,,Navigation was simple,neutral,neutral,53,2023
36,Student_36,Online Education,7,A,,,Material was useful,positive,neutral,120,2023
36,Student_36,Online Education,8,D,,,System was reliable,neutral,neutral,31,2023
36,Student_36,Online Education,9,C,,,Access anytime,neutral,neutral,52,2023
36,Student_36,Online Education,10,B,,,Overall positive experience,positive,joy,48,2023
36,Student_36,Course,1,A,,Course_17,Course was organized,neutral,neutral,46,2023
36,Student_36,Course,2,D,,Course_17,Assignments improved skills,neutral,neutral,79,2023
36,Student_36,Course,3,B,,Course_17,Examples supported learning,neutral,neutral,-1,2023
36,Student_36,Course,4,C,,Course_17,Quizzes tested knowledge,neutral,neutral,64,2023
36,Student_36,Course,5,A,,Course_17,Some parts were tough,negative,neutral,50,2023
36,Student_36,Course,6,B,,Course_17,Learning material was relevant,positive,neutral,68,2023
36,Student_36,Course,7,C,,Course_17,Resources were helpful,neutral,neutral,28,2023
36,Student_36,Course,8,D,,Course_17,Case studies missing,negative,sadness,19,2023
36,Student_36,Course,9,B,,Course_17,Applications explained,neutral,neutral,6,2023
36,Student_36,Course,10,A,,Course_17,Overall good course,positive,neutral,35,2023
36,Student_36,Instructor,1,C,Instructor_17,,Instructor explained clearly,positive,neutral,23,2023
36,Student_36,Instructor,2,D,Instructor_17,,Answered doubts,neutral,fear,37,2023
36,Student_36,Instructor,3,B,Instructor_17,,Encouraged discussion,neutral,joy,115,2023
36,Student_36,Instructor,4,A,Instructor_17,,Used practical examples,neutral,neutral,15,2023
36,Student_36,Instructor,5,D,Instructor_17,,Sometimes quick,positive,neutral,26,2023
36,Student_36,Instructor,6,C,Instructor_17,,Provided notes,neutral,neutral,4,2023
36,Student_36,Instructor,7,A,Instructor_17,,Interactive teaching,neutral,neutral,51,2023
36,Student_36,Instructor,8,B,Instructor_17,,Maintained discipline,neutral,sadness,1,2023
36,Student_36,Instructor,9,C,Instructor_17,,Motivated students,neutral,neutral,0,2023
36,Student_36,Instructor,10,A,Instructor_17,,Overall excellent teacher,positive,joy,82,2023
37,Student_37,Online Education,1,B,,,Platform was reliable,neutral,neutral,30,2023
37,Student_37,Online Education,2,A,,,Login was smooth,positive,neutral,21,2023
37,Student_37,Online Education,3,D,,,Lectures were understandable,neutral,neutral,84,2023
37,Student_37,Online Education,4,C,,,Quizzes supported learning,neutral,neutral,29,2023
37,Student_37,Online Education,5,A,,,Assignments relevant,positive,neutral,57,2023
37,Student_37,Online Education,6,B,,,Navigation clear,positive,neutral,69,2023
37,Student_37,Online Education,7,C,,,Study material helpful,neutral,neutral,41,2023
37,Student_37,Online Education,8,D,,,System was stable,neutral,neutral,7,2023
37,Student_37,Online Education,9,A,,,Easy access,positive,neutral,52,2023
37,Student_37,Online Education,10,B,,,Overall effective platform,positive,neutral,44,2023
37,Student_37,Course,1,C,,Course_18,Course was structured,neutral,neutral,13,2023
37,Student_37,Course,2,A,,Course_18,Assignments useful,positive,neutral,17,2023
37,Student_37,Course,3,D,,Course_18,Examples explained clearly,positive,neutral,87,2023
37,Student_37,Course,4,B,,Course_18,Quizzes were engaging,positive,neutral,81,2023
37,Student_37,Course,5,C,,Course_18,Some topics tough,negative,disgust,122,2023
37,Student_37,Course,6,A,,Course_18,Learning material good,positive,neutral,68,2023
37,Student_37,Course,7,B,,Course_18,Resources were clear,positive,neutral,58,2023
37,Student_37,Course,8,D,,Course_18,Lacked practical cases,neutral,neutral,19,2023
37,Student_37,Course,9,A,,Course_18,Applications discussed,neutral,neutral,6,2023
37,Student_37,Course,10,C,,Course_18,Overall valuable course,neutral,joy,-1,2023
37,Student_37,Instructor,1,D,Instructor_18,,Instructor explained well,neutral,neutral,72,2023
37,Student_37,Instructor,2,C,Instructor_18,,Answered queries,neutral,neutral,92,2023
37,Student_37,Instructor,3,B,Instructor_18,,Encouraged interaction,neutral,joy,115,2023
37,Student_37,Instructor,4,A,Instructor_18,,Shared examples,neutral,neutral,9,2023
37,Student_37,Instructor,5,C,Instructor_18,,Sometimes fast,positive,neutral,18,2023
37,Student_37,Instructor,6,D,Instructor_18,,Provided support,neutral,neutral,24,2023
37,Student_37,Instructor,7,A,Instructor_18,,Interactive approach,neutral,neutral,125,2023
37,Student_37,Instructor,8,B,Instructor_18,,Maintained discipline,neutral,sadness,1,2023
37,Student_37,Instructor,9,D,Instructor_18,,Motivated students,neutral,neutral,0,2023
37,Student_37,Instructor,10,C,Instructor_18,,Overall effective teacher,positive,neutral,93,2023
38,Student_38,Online Education,1,A,,,Platform was smooth,positive,neutral,49,2023
38,Student_38,Online Education,2,B,,,No login issues,neutral,neutral,76,2023
38,Student_38,Online Education,3,C,,,Lectures were clear,positive,neutral,109,2023
38,Student_38,Online Education,4,D,,,Quizzes were helpful,neutral,neutral,29,2023
38,Student_38,Online Education,5,B,,,Assignments supported learning,neutral,neutral,79,2023
38,Student_38,Online Education,6,A,,,Navigation easy,positive,neutral,59,2023
38,Student_38,Online Education,7,D,,,Resources useful,positive,neutral,119,2023
38,Student_38,Online Education,8,C,,,System was reliable,neutral,neutral,31,2023
38,Student_38,Online Education,9,A,,,Access simple,neutral,neutral,52,2023
38,Student_38,Online Education,10,B,,,Overall good experience,positive,joy,27,2023
38,Student_38,Course,1,B,,Course_19,Course was organized,neutral,neutral,46,2023
38,Student_38,Course,2,C,,Course_19,Assignments practical,neutral,neutral,-1,2023
38,Student_38,Course,3,A,,Course_19,Examples were clear,positive,neutral,54,2023
38,Student_38,Course,4,D,,Course_19,Quizzes supported learning,neutral,neutral,29,2023
38,Student_38,Course,5,C,,Course_19,Some concepts tough,negative,disgust,67,2023
38,Student_38,Course,6,B,,Course_19,Learning material helpful,neutral,neutral,68,2023
38,Student_38,Course,7,D,,Course_19,Resources relevant,positive,neutral,63,2023
38,Student_38,Course,8,A,,Course_19,Lacked detailed cases,positive,neutral,19,2023
38,Student_38,Course,9,C,,Course_19,Applications explained,neutral,neutral,6,2023
38,Student_38,Course,10,B,,Course_19,Overall good course,positive,neutral,35,2023
38,Student_38,Instructor,1,C,Instructor_19,,Instructor explained topics,neutral,neutral,-1,2023
38,Student_38,Instructor,2,B,Instructor_19,,Answered doubts,neutral,fear,37,2023
38,Student_38,Instructor,3,D,Instructor_19,,Encouraged class,neutral,joy,38,2023
38,Student_38,Instructor,4,A,Instructor_19,,Shared practical examples,neutral,neutral,15,2023
38,Student_38,Instructor,5,B,Instructor_19,,Sometimes quick,positive,neutral,26,2023
38,Student_38,Instructor,6,C,Instructor_19,,Provided notes,neutral,neutral,4,2023
38,Student_38,Instructor,7,D,Instructor_19,,Interactive style,neutral,neutral,5,2023
38,Student_38,Instructor,8,A,Instructor_19,,Maintained discipline,neutral,sadness,1,2023
38,Student_38,Instructor,9,C,Instructor_19,,Motivated students,neutral,neutral,0,2023
38,Student_38,Instructor,10,B,Instructor_19,,Overall excellent teacher,positive,joy,82,2023
39,Student_39,Online Education,1,A,,,Platform worked smoothly,positive,neutral,44,2023
39,Student_39,Online Education,2,C,,,Login process was easy,positive,neutral,61,2023
39,Student_39,Online Education,3,B,,,Lectures were understandable,neutral,neutral,84,2023
39,Student_39,Online Education,4,D,,,Quizzes were supportive,positive,neutral,36,2023
39,Student_39,Online Education,5,A,,,Assignments improved skills,neutral,neutral,79,2023
39,Student_39,Online Education,6,C,,,Navigation was simple,neutral,neutral,53,2023
39,Student_39,Online Education,7,B,,,Resources were accessible,positive,neutral,33,2023
39,Student_39,Online Education,8,D,,,System was consistent,positive,neutral,-1,2023
39,Student_39,Online Education,9,A,,,Access was quick,positive,neutral,42,2023
39,Student_39,Online Education,10,C,,,Overall satisfied with platform,positive,joy,44,2023
39,Student_39,Course,1,B,,Course_20,Course was structured,neutral,neutral,13,2023
39,Student_39,Course,2,A,,Course_20,Assignments were useful,positive,neutral,17,2023
39,Student_39,Course,3,C,,Course_20,Examples clarified concepts,neutral,neutral,87,2023
39,Student_39,Course,4,D,,Course_20,Quizzes were beneficial,neutral,neutral,29,2023
39,Student_39,Course,5,B,,Course_20,Some lessons were complex,negative,neutral,-1,2023
39,Student_39,Course,6,A,,Course_20,Learning content relevant,positive,neutral,47,2023
39,Student_39,Course,7,D,,Course_20,Resources well-selected,neutral,neutral,28,2023
39,Student_39,Course,8,C,,Course_20,Case studies limited,neutral,neutral,19,2023
39,Student_39,Course,9,B,,Course_20,Applications explained well,neutral,neutral,6,2023
39,Student_39,Course,10,A,,Course_20,Overall positive course,positive,joy,80,2023
39,Student_39,Instructor,1,D,Instructor_20,,Instructor explained clearly,positive,neutral,23,2023
39,Student_39,Instructor,2,B,Instructor_20,,Answered all doubts,neutral,fear,37,2023
39,Student_39,Instructor,3,A,Instructor_20,,Encouraged participation,neutral,joy,3,2023
39,Student_39,Instructor,4,C,Instructor_20,,Shared practical cases,neutral,neutral,15,2023
39,Student_39,Instructor,5,B,Instructor_20,,Sometimes fast-paced,neutral,neutral,32,2023
39,Student_39,Instructor,6,D,Instructor_20,,Provided extra notes,neutral,neutral,4,2023
39,Student_39,Instructor,7,A,Instructor_20,,Engaging teaching style,positive,neutral,51,2023
39,Student_39,Instructor,8,C,Instructor_20,,Maintained discipline,neutral,sadness,1,2023
39,Student_39,Instructor,9,B,Instructor_20,,Motivated students,neutral,neutral,0,2023
39,Student_39,Instructor,10,A,Instructor_20,,Overall excellent guidance,positive,joy,35,2023
40,Student_40,Online Education,1,B,,,Platform was stable,neutral,neutral,30,2023
